MODEL,DESCRIPTOR,MEDIA,DETACHMENT MEDIA,ATTACHMENT,SPECIFIC NOTES,DIAGNOSIS/REPLASE,PHASE,PRIOR TREATMENT(S),SOURCE OF CULTURE,1p,3p,11q,17q,ALK STATUS,MYCN STATUS,P53 STATUS,1:2,1:3 ,1:4 ,1:5,1:6,1:7,1:8,1:9,1:10,1:20,NOTES,RACK LOCATION:,LOCATION: BOX,LOCATION: ROW,LOCATION: POSITION,PASSAGE #,FREEZE DATE,INITIALS,LINEAGE,MYCO DATE,STR DATE,STR RESULT,AMELOGENIN (ALLELE 1),AMELOGENIN (ALLELE 2),D3S1358 (ALLELE 1),D3S1358 (ALLELE 2),,D1S1656 (ALLELE 1),D1S1656 (ALLELE 2),,D2S441 (ALLELE 1),D2S441 (ALLELE 2),D10S1248 (ALLELE 1),D10S1248 (ALLELE 2),,D13S317 (ALLELE 1),D13S317 (ALLELE 2),D13S317 (ALLELE 2),PENTA E (ALLELE 1),PENTA E (ALLELE 2),PENTA E (ALLELE 3),D16S539 (ALLELE 1),D16S539 (ALLELE 2),D18S51 (ALLELE 1),D18S51 (ALLELE 2),,D2S1338 (ALLELE 1),D2S1338 (ALLELE 2),D2S1338 (ALLELE 3),CSF1PO (ALLELE 1),CSF1PO (ALLELE 2),,PENTA D (ALLELE 1),PENTA D (ALLELE 2),PENTA D (ALLELE 3),TH01 (ALLELE 1),TH01 (ALLELE 2),vWA (ALLELE 1),vWA (ALLELE 2),vWA (ALLELE 3),D21S11 (ALLELE 1),D21S11 (ALLELE 2),,D7S820 (ALLELE 1),D7S820 (ALLELE 2),D5S818 (ALLELE 1),D5S818 (ALLELE 2),TPOX (ALLELE 1),TPOX (ALLELE 2),,DYS391 (ALLELE 1),D8S1179 (ALLELE 1),D8S1179 (ALLELE 2),D8S1179 (ALLELE 3),D12S391 (ALLELE 1),D12S391 (ALLELE 2),,D19S433 (ALLELE 1),D19S433 (ALLELE 2),,FGA (ALLELE 1),FGA (ALLELE 2),,D22S1045 (ALLELE 1),D22S1045 (ALLELE 2),,,Lab 
COG-N-426 (FELIX),Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Loosely Adherent,"Felix grows very slowly, and can be easily detached with force so be gentle when washing cells. Cells like to remain spread apart, so for measuring confluency look at the neurite interactions. If it appears that every cells has multiple contacts, via neurites, with its surrounding cells it may be confluent.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,F1245C,Non-amplified,WT,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,7,7,9,5,3,08/31/2017,JLH,"From LSH freeze, 2/24/16, p46+18 = p67",08/15/2017,12/10/2019,Good (STR of subsequent freeze is good),X,Y,19,,,17,17.3,,11,,15,,,9,10,,7,,,10,12,10,13,,24,25,,10,,,9,10,,6,9.3,16,,,28,,,7,12,12,,10,12,,10,14,,,22,,,14,15.2,,23,,,15,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-426 (FELIX),Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Loosely Adherent,"Felix grows very slowly, and can be easily detached with force so be gentle when washing cells. Cells like to remain spread apart, so for measuring confluency look at the neurite interactions. If it appears that every cells has multiple contacts, via neurites, with its surrounding cells it may be confluent.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,F1245C,Non-amplified,WT,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,7,7,9,7,6,11/10/2017,klc,"from JLH freeze, 8/31/2017, p46+18+6=p70",10/10/2017,12/10/2019,Good (STR of subsequent freeze is good),X,Y,19,,,17,17.3,,11,,15,,,9,10,,7,,,10,12,10,13,,24,25,,10,,,9,10,,6,9.3,16,,,28,,,7,12,12,,10,12,,10,14,,,22,,,14,15.2,,23,,,15,,,,Maris
COG-N-426 (FELIX),Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Loosely Adherent,"Felix grows very slowly, and can be easily detached with force so be gentle when washing cells. Cells like to remain spread apart, so for measuring confluency look at the neurite interactions. If it appears that every cells has multiple contacts, via neurites, with its surrounding cells it may be confluent.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,F1245C,Non-amplified,WT,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,7,7,9,8,46+8,07/29/2019,KU,From P46+6 KLC 11/10/2017 (STR of thaw is good),07/12/2019,12/10/2019,Good (STR of thaw is good),X,Y,19,,,17,17.3,,11,,15,,,9,10,,7,,,10,12,10,13,,24,25,,10,,,9,10,,6,9.3,16,,,28,,,7,12,12,,10,12,,10,14,,,22,,,14,15.2,,23,,,15,,,,Maris
COG-N-426 (FELIX),Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",0.02% Versene,Loosely Adherent,"Felix grows very slowly, and can be easily detached with force so be gentle when washing cells. Cells like to remain spread apart, so for measuring confluency look at the neurite interactions. If it appears that every cells has multiple contacts, via neurites, with its surrounding cells it may be confluent.",Unknown,PD-PM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,F1245C,Non-amplified,WT,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,,7,7,9,9,46+8,07/29/2019,KU,From P46+6 KLC 11/10/2017 (STR of thaw is good),07/12/2019,12/10/2019,Good (STR of thaw is good),X,Y,19,,,17,17.3,,11,,15,,,9,10,,7,,,10,12,10,13,,24,25,,10,,,9,10,,6,9.3,16,,,28,,,7,12,12,,10,12,,10,14,,,22,,,14,15.2,,23,,,15,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,2,13,10/08/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,3,13,10/08/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,4,13,10/08/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,5,9,08/24/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,6,9,08/24/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,7,9,08/24/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,8,9,08/24/2018,KU,"Fresh from COG: JN, P7, 08/31/2018",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
COG-N-603,Cell Bank,"IMDM Media, 20%FBS, 2 mM L-glutamine, 1% Pen/Strep, 1X ITS",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,9,9,08/24/2018,KU,"Fresh from COG: JN, P7, 08/31/2019",08/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,1,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,2,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,3,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,4,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,5,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,6,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,7,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,8,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,9,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D,mouse,"DMEM/M3 
 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1,10,2,09/18/2017,JLH,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,9,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,2,10,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,1,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,2,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,3,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,4,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,5,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,6,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,7,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,8,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,9,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
9464D-GD2+,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,3,10,6,09/21/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,1,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,2,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,3,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,4,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,5,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,6,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,7,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,8,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,9,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NXS2,mouse,"DMEM/M3 (DMEM hiGlucose, no HEPES, w Na Pyruvate, L-glutamine) 1% GlutaMax, 3%M3, 10%FBS, 1%PS",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,4,10,2+3,09/26/2017,klc,,09/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,1,,03/21/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,2,,03/21/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,3,,03/21/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
